1997-08-07 00:00:00+02|Blueberry|garcon|18|Boire, fumer, se droguer|Effets secondaires|"J'ai actuellement des tendances un peu dépressives, des problèmes pour relativiser les choses et rester serein. Je suis inquiet parce que j'ai parfois des moments ou je suis complètement à côté des mes pompes et ou j'ai des tournis. Ces phènomèmes ont démarré il y a environ 5 mois après la prise d'une infusion de cannabis involontairement trop forte. J'avais beaucoup plus de ces accès juste après cela, et maintenant c'est plus rare. Je précise par ailleurs que j'ai dû beaucoup travailler pour mes études, et je crois que je me suis pas mal fatigué. Ma mère est elle-même en passage dépressif assez accentué, et je vis encore avec elle. Mes nuits sont aussi peu tranquilles, souvent peuplées de rêves stressants. Je mentionne aussi que j'ai eu pris autour de quatre pilules d'ecstasy en tout réparties sur 4 soirées assez espacées dans le temps l'année passée (la dernière eu lieu en novembre). Mais je n'avais pas du tout d'effet pervers à ce moment. J'ai tout arrêté depuis (plus de H, ni de E), sauf un peu d'alcool tout de même.
   Pour retrouver un peu de ma sereineté, j'aimerais tant pouvoir savoir si des effets bizarres comme j'ai eu et j'ai encore un peu peuvent provenir de ces prises de drogues maintenant tant regrettées, et est-ce que ces dernières ont eu un impact sur mon organisme... merci.
   "|Alcool
1997-08-08 00:00:00+02|ta|garcon|15|Boire, fumer, se droguer|Ganja|"Je voudrais savoir, juste pour information, qu'est ce que la Ganja ?
    De la cannabis ou du H, ou autre chose, et qu'est ce que de l'herbe en therme de drogue ?"|Substance
1997-08-08 00:00:00+02|alessandra|fille|-1|Boire, fumer, se droguer|dépression|"J'en ai marre de tout ce qu'il y a autour de moi, a part le peu d'amis que j'ai et qui vont repartir a la fin des vacances. Je suis dépressvies, il n'y a que ma soeur qui l'a remarqué, et mes parents ne s'en doutent pas, malgré que cela fait 8 mois que je fume en cachette.
    Voila ma question, vous allez me trouvez bizzarre, mais jene tiens plus le coup de stresser. Je voudrais savoir, si en Suisse il existe une maison pour les jeune à tendance suicidaire, avec des psy., je veux dire une maison ou on y vit, pour ce séparer des parent pendant quelques mois. JE VOUS EN SUPPLIES REPONDEZ MOI VITE JE NEN PEUX PLUS"|Entourage
1997-08-18 00:00:00+02|sl|indefini|-1|Boire, fumer, se droguer|Effets des drogues sur le cerveau|"la drogue fait quoi au cerveau et a ses cellules
    "|Autre
1997-08-28 00:00:00+02|alessandra|fille|-1|Boire, fumer, se droguer|Rencontre|"J'ai un nouveau voisin et on se connais depuis hier, sinon de vue.
     Il ose rester avec moi, on dirait qu'il est content.
     Ma question est de savoir si il est atiré par moi, ou s'il il m'aime seulementt bien. Ne me dite pas de lui demander, car je vais me taper la honte, je suis bien foutue, mais pas une belle face."|Entourage
1997-09-03 00:00:00+02|alessandra|fille|-1|Boire, fumer, se droguer|dangers du cannabis|"Quelques de mes copains fument des joints.
   Je voudrais savoir si un soir j'ai envie d'essayer si c'est dangereux ou non.
   Ils fument des fois de la cannabis, un peu de shit"|Cannabis & tabagisme
1997-09-12 00:00:00+02|Johan|garcon|17|Boire, fumer, se droguer|La démotivation, est-ce l'effet des cannes?|"Ces temps je suis en effet en manque de motivation pour l'école et ca mennuie bcp....
   est-ce à cause de l'herbe ou c moi ?
   parce que ma consommation est de en moyenne 1 canne par semaine....donc jai pas trop de souci en ce qui concerne le ""en manque""
   Si je n'arrive pas à arrêter, parce que je trouve que ca me proccure des sensations que je ne retrouve pas ailleurs, est-ce que ca veux dire que je continuerai ou que je serais accro ?"|Cannabis & tabagisme
1997-09-12 00:00:00+02|Johan|garcon|17|Boire, fumer, se droguer|champignons hallucinogènes|"J'aimerais savoir si la consommation de champignons hallucinogènes est dangereuse pour la santé et s'ils amènent à une dépendance
   ou a des effets secondaires quelconques ?
   
   "|Substance
1997-09-15 00:00:00+02|Johan|garcon|17|Boire, fumer, se droguer|champignons hallucinogènes, effets long terme|"oui, c'est encore pour les champignons.
   est-ce que les effets secondaires sont juste passagers ou sont définitifs ?
   Et si j'en consomme juste une fois, y'a quand même des risques?
   il est cool votre service :)"|Substance
1997-09-15 00:00:00+02|Johan|garcon|17|Boire, fumer, se droguer|Effets du cannabis (suite)|"En fait je n'ai pas de problèmes particuliers, j'avais juste remarqué ce léger manque de motivation, que j'ai depuis que j'ai commencé l'école :), et je me suis dit que c'était éventuellement dû à la canne.
    Si je fume c'est pour justement pour retrouver cette sensation, sinon je vois vraiment pas l'utilité de fumer !!! 
    toute facon ca fait déjà un moment que je veux arrêter.
    Merci de tes réponses :)
    "|Entourage
1997-09-18 00:00:00+02|Gorath|garcon|23|Boire, fumer, se droguer|Kisag|"Est-ce que le fait d'absorber l'air (mélange d'azote et d'oxygène) contenu dans les capsules
    des kizags (pour la crème fouettée) est-il nocif pour la santé ?
    
    Le mode d'aborbtion étant le suivant :
    
    - Se coucher par terre (c'est mieux)
    - Mettre de la bonne musique
    - Vider ses poumons
    - Fermer les yeux
    - S'injecter par voie orale l'air du kizag
    - Retenir sa respiration durant une dizaine de
      secondes, et expirer.
    
    Les effets touchent les sens suivants :
    
    - L'ouie
    - Les mouvements
     
    et durent environ 5 à 10 minutes
    
    Les effet sont décuplés par absorbtion d'herbe
     
    "|Autre
1997-09-18 00:00:00+02|Gorath|garcon|23|Boire, fumer, se droguer|pipe pour fumer l'herbe|"Est-ce que le fait de fumer de l'herbe par une pipe à eau (donc sans mélange de tabac) peut 
    être nocife pour la santé ?"|Autre
1997-10-23 00:00:00+02|Juxe|garcon|16|Boire, fumer, se droguer|Cannabis, quelle limite?|Je fume 20 joints par semaine, est-ce que je risque une dépendance physique.|Cannabis & tabagisme
1997-10-26 00:00:00+02|Fifi|garcon|44|Boire, fumer, se droguer|Arguments pour la drogue?|Quels sont les arguments de ceux qui sont pour la drogue?|Autre
1997-10-26 00:00:00+02|Fifi|garcon|44|Boire, fumer, se droguer|Légalisation de la drogue|Quels sont les arguments de ceux qui sont pour la drogue?La légalisation?|Autre
1997-11-02 00:00:00+01|Terry|garcon|11|Boire, fumer, se droguer|Fumer de la marijuana ou non?|"ben des fois je consomme de la marijuana pis jaime ca mais es ce que je devrais ne plus consommer?
   "|Autre
1997-11-02 00:00:00+01|boris|garcon|26|Boire, fumer, se droguer|sortir de l'alcoolisme|"Je vous avais déjà écrit pour vous parler de mon alolisme latent. J'ai marlheureusement l'impression que le ""latent"" devient un peu plus définitif.
   <br>Que puis-je faire avant d'appeler la croix bleu ou d'autre organisme radicals.
   <br>Je travail actuellement a peu de chose près 15 heures par jour (je fais des études et je suis en train de monter mon enpreprise). Et je dois dien avouer qu'après 11 heures de travail (je commence à 7h du matin et fini vers 24h) j'ai un peu trop enviene de boire une biere (ou deux , ou trois, etc...). Et le week-end je me bourre un peu trop la gueule.
   <br>Que puis-je faire. Dois-je continuer à boire un peu pour ne pas pèter les plombs, ou dois-je trouver un système pour ne pas péter les plomb et arréter de boire (ce qui me parraît très difficile).
   <br>Salutation BORIS"|Alcool
1997-11-03 00:00:00+01|Terry|garcon|11|Boire, fumer, se droguer|Accro à la marijuana ?|"quand meme que jaime la marijuana je sais que cest un peu dangereux mais je continu a consommer la fin de semaine avec mes chum je ne suis pas accro mais presque ques ce que je devrais faire?
   "|Cannabis & tabagisme
1997-11-05 00:00:00+01|Terry|garcon|11|Boire, fumer, se droguer|Marijuana (suite)|"salut encore moi!!cest juste pour savoir cest a quel age qu'il serait ""correct"" de fumer de la marijuana?et lanaudiere cest proche des Laurentides je ne sais pas si ta deja entendu parler de Joliette ben c dans ma region!!bye je te reécris si jai dautre probs et merci!!"|Cannabis & tabagisme
1997-11-07 00:00:00+01|Pete|garcon|11|Boire, fumer, se droguer|Pas|Combien coute 1 gramme de pot?|Autre
1997-11-07 00:00:00+01|will|garcon|16|Boire, fumer, se droguer|sanctions pénales |"Vous semblez faire une distinction entre drogues
      dures et douces, toutefois vous reconnaissez que la limite entre les deux est mal déterminée. Cette distinction existe-t-elle dans la législation ? Que risque-t-on légalement si l'on consomme des drogues comme les champignons ou le LSD ?"|Substance
1997-11-11 00:00:00+01|boris|garcon|26|Boire, fumer, se droguer|Pas|"La dernière fois que je vous ais écris, je crois que j'étais une peu à bout. Maintenant, je relativise un peu. Et en plus je regarde un peu les côtés positifs:
   <br>En effet, ""je bois systhématiquement"" (comme dit la chanson de Boris Vian (le pseudo)), mais ce systhématiquement ne débute qu'en début de soirée (ou en fin de soirée même). Donc je pense que c'est peut-être plutôt une façon de me relaxer (sans valium) en fin de soirée pour me préparer un  sommeil profond.
   <br>J'espère donc que dés que le stress des temps actuels, se réglera avec le temps.
   <br>Encore merci de vos réponse, Boris.
   
   <p>En parlant de régler le chose avec temps, ça me fait penser (je devrais plutôt poser cette question sous sexualité) qu'avec l'emplois du temps que je me tape (environs 85h/semaine), comment faire pour ""draguer""??????
   "|Alcool
1997-11-17 00:00:00+01|Ursule|fille|24|Boire, fumer, se droguer|mortalité due aux drogues|"Messieurs, je suis enseignante et je désire vous poser quelques questions!
   
   1. Combien de victimes sont recencées par année en suisse pour cause:
   
   de drogue?
   
   d'alcoolisme?
   
   du Sida?
   
   du tabac?
   
   je vous remercie infiniment de votre prompte réponse."|Substance
1997-11-24 00:00:00+01|G|garcon|18|Boire, fumer, se droguer|Ecstasy / MDA/MDEA|"Est-il posssible d'avoir des statistiques sur les saisies d'ecstasy depuis le début des années 90 ?
     Existe-il les mêmes risques concernant le MDEA et le MDA, dérivés du MDMA (ecstasy).
     Les risques neurotoxiques ont-ils réellement été démontrés pour le MDMA et ses dérivés ?"|Substance
1997-11-30 00:00:00+01|Glacius|garcon|16|Boire, fumer, se droguer|Stéroïdes anabolisants|"esce-que les stéroides sont des drogues?
   "|Autre
1997-12-01 00:00:00+01|Karlinou|garcon|17|Boire, fumer, se droguer|une copine qui fume des joints|"Hello à celui ou celle qui va répondre  à ma question,
    J'ai une copinne depuis 2 mois, et j'y tient vachement. Mais il se trouve que chaque WEEK END, elle fume pleins de cigarettes qui font rigoler... et elle devient un peu bête dans ces moments. Que faire pour diminuer sa fréquence de fumage ? J'ai une autre question: Quelle sont les conséquences d'un pétard toute les semaines ???
    
    MERCI D'AVANCE !!! Votre site est COOL, KARLINOU..."|Cannabis & tabagisme
1997-12-04 00:00:00+01|boeder|garcon|19|Boire, fumer, se droguer|Cannabis et répression|"Pourquoi y a t-il une si grande différence, en ce qui concerne la tolérence de l'herbe en Suisse romande et Suisse allemande ? En S.r. on risque tellement de finir avec un procès, alors que chez les S.a. ils ne disent rien !
   Pourquoi les CFF ne disent rien quand on fume dans le train, chose de plus en plus répendue; alors que ces con de ""police du train"" ne tolèrent pas du tout ?
   Merci."|Substance

